Sno,Date,State/UnionTerritory,Cured,Deaths,Confirmed,year,month,ActiveCase,RecoveryRate,MortalityRate
1,2020-01-30,Kerala,0,0,1,2020,January,1,0.0,0.0
2,2020-01-31,Kerala,0,0,1,2020,January,1,0.0,0.0
3,2020-02-01,Kerala,0,0,2,2020,February,2,0.0,0.0
4,2020-02-02,Kerala,0,0,3,2020,February,3,0.0,0.0
5,2020-02-03,Kerala,0,0,3,2020,February,3,0.0,0.0
6,2020-02-04,Kerala,0,0,3,2020,February,3,0.0,0.0
7,2020-02-05,Kerala,0,0,3,2020,February,3,0.0,0.0
8,2020-02-06,Kerala,0,0,3,2020,February,3,0.0,0.0
9,2020-02-07,Kerala,0,0,3,2020,February,3,0.0,0.0
10,2020-02-08,Kerala,0,0,3,2020,February,3,0.0,0.0
11,2020-02-09,Kerala,0,0,3,2020,February,3,0.0,0.0
12,2020-02-10,Kerala,0,0,3,2020,February,3,0.0,0.0
13,2020-02-11,Kerala,0,0,3,2020,February,3,0.0,0.0
14,2020-02-12,Kerala,0,0,3,2020,February,3,0.0,0.0
15,2020-02-13,Kerala,0,0,3,2020,February,3,0.0,0.0
16,2020-02-14,Kerala,0,0,3,2020,February,3,0.0,0.0
17,2020-02-15,Kerala,0,0,3,2020,February,3,0.0,0.0
18,2020-02-16,Kerala,0,0,3,2020,February,3,0.0,0.0
19,2020-02-17,Kerala,0,0,3,2020,February,3,0.0,0.0
20,2020-02-18,Kerala,0,0,3,2020,February,3,0.0,0.0
21,2020-02-19,Kerala,0,0,3,2020,February,3,0.0,0.0
22,2020-02-20,Kerala,0,0,3,2020,February,3,0.0,0.0
23,2020-02-21,Kerala,0,0,3,2020,February,3,0.0,0.0
24,2020-02-22,Kerala,0,0,3,2020,February,3,0.0,0.0
25,2020-02-23,Kerala,0,0,3,2020,February,3,0.0,0.0
26,2020-02-24,Kerala,0,0,3,2020,February,3,0.0,0.0
27,2020-02-25,Kerala,0,0,3,2020,February,3,0.0,0.0
28,2020-02-26,Kerala,0,0,3,2020,February,3,0.0,0.0
29,2020-02-27,Kerala,0,0,3,2020,February,3,0.0,0.0
30,2020-02-28,Kerala,0,0,3,2020,February,3,0.0,0.0
31,2020-02-29,Kerala,0,0,3,2020,February,3,0.0,0.0
32,2020-03-01,Kerala,0,0,3,2020,March,3,0.0,0.0
33,2020-03-02,Telengana,0,0,1,2020,March,1,0.0,0.0
34,2020-03-02,Kerala,0,0,3,2020,March,3,0.0,0.0
35,2020-03-02,Delhi,0,0,1,2020,March,1,0.0,0.0
36,2020-03-03,Telengana,0,0,1,2020,March,1,0.0,0.0
37,2020-03-03,Rajasthan,0,0,1,2020,March,1,0.0,0.0
38,2020-03-03,Kerala,3,0,3,2020,March,0,100.0,0.0
39,2020-03-03,Delhi,0,0,1,2020,March,1,0.0,0.0
40,2020-03-04,Uttar Pradesh,0,0,6,2020,March,6,0.0,0.0
41,2020-03-04,Kerala,3,0,3,2020,March,0,100.0,0.0
42,2020-03-04,Haryana,0,0,2,2020,March,2,0.0,0.0
43,2020-03-04,Delhi,0,0,1,2020,March,1,0.0,0.0
44,2020-03-04,Telengana,0,0,1,2020,March,1,0.0,0.0
45,2020-03-04,Rajasthan,0,0,15,2020,March,15,0.0,0.0
46,2020-03-05,Delhi,0,0,2,2020,March,2,0.0,0.0
47,2020-03-05,Haryana,0,0,2,2020,March,2,0.0,0.0
48,2020-03-05,Kerala,3,0,3,2020,March,0,100.0,0.0
49,2020-03-05,Rajasthan,0,0,15,2020,March,15,0.0,0.0
50,2020-03-05,Telengana,0,0,1,2020,March,1,0.0,0.0
51,2020-03-05,Uttar Pradesh,0,0,7,2020,March,7,0.0,0.0
52,2020-03-06,Delhi,0,0,3,2020,March,3,0.0,0.0
53,2020-03-06,Haryana,0,0,2,2020,March,2,0.0,0.0
54,2020-03-06,Kerala,3,0,3,2020,March,0,100.0,0.0
55,2020-03-06,Rajasthan,0,0,15,2020,March,15,0.0,0.0
56,2020-03-06,Uttar Pradesh,0,0,7,2020,March,7,0.0,0.0
57,2020-03-06,Telengana,0,0,1,2020,March,1,0.0,0.0
58,2020-03-07,Kerala,3,0,3,2020,March,0,100.0,0.0
59,2020-03-07,Uttar Pradesh,0,0,7,2020,March,7,0.0,0.0
60,2020-03-07,Ladakh,0,0,2,2020,March,2,0.0,0.0
61,2020-03-07,Telengana,0,0,1,2020,March,1,0.0,0.0
62,2020-03-07,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
63,2020-03-07,Delhi,0,0,3,2020,March,3,0.0,0.0
64,2020-03-07,Haryana,0,0,2,2020,March,2,0.0,0.0
65,2020-03-07,Rajasthan,0,0,15,2020,March,15,0.0,0.0
66,2020-03-08,Ladakh,0,0,2,2020,March,2,0.0,0.0
67,2020-03-08,Telengana,0,0,1,2020,March,1,0.0,0.0
68,2020-03-08,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
69,2020-03-08,Rajasthan,0,0,15,2020,March,15,0.0,0.0
70,2020-03-08,Kerala,3,0,8,2020,March,5,37.5,0.0
71,2020-03-08,Haryana,0,0,2,2020,March,2,0.0,0.0
72,2020-03-08,Delhi,0,0,3,2020,March,3,0.0,0.0
73,2020-03-08,Uttar Pradesh,0,0,7,2020,March,7,0.0,0.0
74,2020-03-09,Ladakh,0,0,2,2020,March,2,0.0,0.0
75,2020-03-09,Karnataka,0,0,1,2020,March,1,0.0,0.0
76,2020-03-09,Kerala,3,0,9,2020,March,6,33.33333333333333,0.0
77,2020-03-09,Maharashtra,0,0,2,2020,March,2,0.0,0.0
78,2020-03-09,Punjab,0,0,1,2020,March,1,0.0,0.0
79,2020-03-09,Rajasthan,0,0,15,2020,March,15,0.0,0.0
80,2020-03-09,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
81,2020-03-09,Telengana,0,0,1,2020,March,1,0.0,0.0
82,2020-03-09,Jammu and Kashmir,0,0,1,2020,March,1,0.0,0.0
83,2020-03-09,Uttar Pradesh,0,0,7,2020,March,7,0.0,0.0
84,2020-03-09,Haryana,0,0,2,2020,March,2,0.0,0.0
85,2020-03-09,Delhi,0,0,4,2020,March,4,0.0,0.0
86,2020-03-10,Uttar Pradesh,0,0,7,2020,March,7,0.0,0.0
87,2020-03-10,Ladakh,0,0,2,2020,March,2,0.0,0.0
88,2020-03-10,Delhi,0,0,4,2020,March,4,0.0,0.0
89,2020-03-10,Haryana,0,0,2,2020,March,2,0.0,0.0
90,2020-03-10,Karnataka,0,0,4,2020,March,4,0.0,0.0
91,2020-03-10,Kerala,3,0,15,2020,March,12,20.0,0.0
92,2020-03-10,Maharashtra,0,0,5,2020,March,5,0.0,0.0
93,2020-03-10,Punjab,0,0,1,2020,March,1,0.0,0.0
94,2020-03-10,Rajasthan,0,0,15,2020,March,15,0.0,0.0
95,2020-03-10,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
96,2020-03-10,Telengana,0,0,1,2020,March,1,0.0,0.0
97,2020-03-10,Jammu and Kashmir,0,0,1,2020,March,1,0.0,0.0
98,2020-03-11,Maharashtra,0,0,2,2020,March,2,0.0,0.0
99,2020-03-11,Delhi,0,0,5,2020,March,5,0.0,0.0
100,2020-03-11,Haryana,0,0,14,2020,March,14,0.0,0.0
101,2020-03-11,Kerala,3,0,17,2020,March,14,17.647058823529413,0.0
102,2020-03-11,Rajasthan,0,0,3,2020,March,3,0.0,0.0
103,2020-03-11,Telengana,0,0,1,2020,March,1,0.0,0.0
104,2020-03-11,Uttar Pradesh,0,0,9,2020,March,9,0.0,0.0
105,2020-03-11,Ladakh,0,0,2,2020,March,2,0.0,0.0
106,2020-03-11,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
107,2020-03-11,Jammu and Kashmir,0,0,1,2020,March,1,0.0,0.0
108,2020-03-11,Punjab,0,0,1,2020,March,1,0.0,0.0
109,2020-03-11,Karnataka,0,0,4,2020,March,4,0.0,0.0
110,2020-03-12,Delhi,0,0,6,2020,March,6,0.0,0.0
111,2020-03-12,Haryana,0,0,14,2020,March,14,0.0,0.0
112,2020-03-12,Kerala,3,0,17,2020,March,14,17.647058823529413,0.0
113,2020-03-12,Rajasthan,0,0,3,2020,March,3,0.0,0.0
114,2020-03-12,Telengana,0,0,1,2020,March,1,0.0,0.0
115,2020-03-12,Uttar Pradesh,0,0,11,2020,March,11,0.0,0.0
116,2020-03-12,Ladakh,0,0,3,2020,March,3,0.0,0.0
117,2020-03-12,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
118,2020-03-12,Jammu and Kashmir,0,0,1,2020,March,1,0.0,0.0
119,2020-03-12,Punjab,0,0,1,2020,March,1,0.0,0.0
120,2020-03-12,Karnataka,0,0,4,2020,March,4,0.0,0.0
121,2020-03-12,Maharashtra,0,0,11,2020,March,11,0.0,0.0
122,2020-03-12,Andhra Pradesh,0,0,1,2020,March,1,0.0,0.0
123,2020-03-13,Delhi,0,0,6,2020,March,6,0.0,0.0
124,2020-03-13,Haryana,0,0,14,2020,March,14,0.0,0.0
125,2020-03-13,Kerala,3,0,19,2020,March,16,15.789473684210526,0.0
126,2020-03-13,Rajasthan,0,0,3,2020,March,3,0.0,0.0
127,2020-03-13,Telengana,0,0,1,2020,March,1,0.0,0.0
128,2020-03-13,Uttar Pradesh,0,0,11,2020,March,11,0.0,0.0
129,2020-03-13,Ladakh,0,0,3,2020,March,3,0.0,0.0
130,2020-03-13,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
131,2020-03-13,Jammu and Kashmir,0,0,1,2020,March,1,0.0,0.0
132,2020-03-13,Punjab,0,0,1,2020,March,1,0.0,0.0
133,2020-03-13,Karnataka,0,1,6,2020,March,5,0.0,16.666666666666664
134,2020-03-13,Maharashtra,0,0,14,2020,March,14,0.0,0.0
135,2020-03-13,Andhra Pradesh,0,0,1,2020,March,1,0.0,0.0
136,2020-03-14,Delhi,1,1,7,2020,March,5,14.285714285714285,14.285714285714285
137,2020-03-14,Haryana,0,0,14,2020,March,14,0.0,0.0
138,2020-03-14,Kerala,3,0,19,2020,March,16,15.789473684210526,0.0
139,2020-03-14,Rajasthan,1,0,3,2020,March,2,33.33333333333333,0.0
140,2020-03-14,Telengana,0,0,1,2020,March,1,0.0,0.0
141,2020-03-14,Uttar Pradesh,5,0,12,2020,March,7,41.66666666666667,0.0
142,2020-03-14,Ladakh,0,0,3,2020,March,3,0.0,0.0
143,2020-03-14,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
144,2020-03-14,Jammu and Kashmir,0,0,2,2020,March,2,0.0,0.0
145,2020-03-14,Punjab,0,0,1,2020,March,1,0.0,0.0
146,2020-03-14,Karnataka,0,1,6,2020,March,5,0.0,16.666666666666664
147,2020-03-14,Maharashtra,0,0,14,2020,March,14,0.0,0.0
148,2020-03-14,Andhra Pradesh,0,0,1,2020,March,1,0.0,0.0
149,2020-03-15,Andhra Pradesh,0,0,1,2020,March,1,0.0,0.0
150,2020-03-15,Delhi,2,1,7,2020,March,4,28.57142857142857,14.285714285714285
151,2020-03-15,Haryana,0,0,14,2020,March,14,0.0,0.0
152,2020-03-15,Karnataka,0,1,6,2020,March,5,0.0,16.666666666666664
153,2020-03-15,Kerala,3,0,22,2020,March,19,13.636363636363635,0.0
154,2020-03-15,Maharashtra,0,0,32,2020,March,32,0.0,0.0
155,2020-03-15,Punjab,0,0,1,2020,March,1,0.0,0.0
156,2020-03-15,Rajasthan,3,0,4,2020,March,1,75.0,0.0
157,2020-03-15,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
158,2020-03-15,Telengana,1,0,3,2020,March,2,33.33333333333333,0.0
159,2020-03-15,Jammu and Kashmir,0,0,2,2020,March,2,0.0,0.0
160,2020-03-15,Ladakh,0,0,3,2020,March,3,0.0,0.0
161,2020-03-15,Uttar Pradesh,4,0,13,2020,March,9,30.76923076923077,0.0
162,2020-03-15,Uttarakhand,0,0,1,2020,March,1,0.0,0.0
163,2020-03-16,Andhra Pradesh,0,0,1,2020,March,1,0.0,0.0
164,2020-03-16,Delhi,2,1,7,2020,March,4,28.57142857142857,14.285714285714285
165,2020-03-16,Haryana,0,0,14,2020,March,14,0.0,0.0
166,2020-03-16,Karnataka,0,1,6,2020,March,5,0.0,16.666666666666664
167,2020-03-16,Kerala,3,0,23,2020,March,20,13.043478260869565,0.0
168,2020-03-16,Maharashtra,0,0,32,2020,March,32,0.0,0.0
169,2020-03-16,Odisha,0,0,1,2020,March,1,0.0,0.0
170,2020-03-16,Punjab,0,0,1,2020,March,1,0.0,0.0
171,2020-03-16,Rajasthan,3,0,4,2020,March,1,75.0,0.0
172,2020-03-16,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
173,2020-03-16,Telengana,1,0,3,2020,March,2,33.33333333333333,0.0
174,2020-03-16,Jammu and Kashmir,0,0,3,2020,March,3,0.0,0.0
175,2020-03-16,Ladakh,0,0,4,2020,March,4,0.0,0.0
176,2020-03-16,Uttar Pradesh,4,0,13,2020,March,9,30.76923076923077,0.0
177,2020-03-16,Uttarakhand,0,0,1,2020,March,1,0.0,0.0
178,2020-03-17,Andhra Pradesh,0,0,1,2020,March,1,0.0,0.0
179,2020-03-17,Delhi,2,1,8,2020,March,5,25.0,12.5
180,2020-03-17,Haryana,0,0,15,2020,March,15,0.0,0.0
181,2020-03-17,Karnataka,0,1,11,2020,March,10,0.0,9.090909090909092
182,2020-03-17,Kerala,3,0,26,2020,March,23,11.538461538461538,0.0
183,2020-03-17,Maharashtra,0,1,39,2020,March,38,0.0,2.564102564102564
184,2020-03-17,Odisha,0,0,1,2020,March,1,0.0,0.0
185,2020-03-17,Punjab,0,0,1,2020,March,1,0.0,0.0
186,2020-03-17,Rajasthan,3,0,4,2020,March,1,75.0,0.0
187,2020-03-17,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
188,2020-03-17,Telengana,1,0,5,2020,March,4,20.0,0.0
189,2020-03-17,Jammu and Kashmir,0,0,3,2020,March,3,0.0,0.0
190,2020-03-17,Ladakh,0,0,6,2020,March,6,0.0,0.0
191,2020-03-17,Uttar Pradesh,5,0,15,2020,March,10,33.33333333333333,0.0
192,2020-03-17,Uttarakhand,0,0,1,2020,March,1,0.0,0.0
193,2020-03-18,Andhra Pradesh,0,0,1,2020,March,1,0.0,0.0
194,2020-03-18,Delhi,2,1,10,2020,March,7,20.0,10.0
195,2020-03-18,Haryana,0,0,17,2020,March,17,0.0,0.0
196,2020-03-18,Karnataka,0,1,11,2020,March,10,0.0,9.090909090909092
197,2020-03-18,Kerala,3,0,27,2020,March,24,11.11111111111111,0.0
198,2020-03-18,Maharashtra,0,1,42,2020,March,41,0.0,2.380952380952381
199,2020-03-18,Odisha,0,0,1,2020,March,1,0.0,0.0
200,2020-03-18,Puducherry,0,0,1,2020,March,1,0.0,0.0
201,2020-03-18,Punjab,0,0,1,2020,March,1,0.0,0.0
202,2020-03-18,Rajasthan,3,0,4,2020,March,1,75.0,0.0
203,2020-03-18,Tamil Nadu,0,0,1,2020,March,1,0.0,0.0
204,2020-03-18,Telengana,1,0,6,2020,March,5,16.666666666666664,0.0
205,2020-03-18,Jammu and Kashmir,0,0,3,2020,March,3,0.0,0.0
206,2020-03-18,Ladakh,0,0,8,2020,March,8,0.0,0.0
207,2020-03-18,Uttar Pradesh,5,0,16,2020,March,11,31.25,0.0
208,2020-03-18,Uttarakhand,0,0,1,2020,March,1,0.0,0.0
209,2020-03-18,West Bengal,0,0,1,2020,March,1,0.0,0.0
210,2020-03-19,Andhra Pradesh,0,0,2,2020,March,2,0.0,0.0
211,2020-03-19,Chhattisgarh,0,0,1,2020,March,1,0.0,0.0
212,2020-03-19,Delhi,3,1,12,2020,March,8,25.0,8.333333333333332
213,2020-03-19,Haryana,0,0,17,2020,March,17,0.0,0.0
214,2020-03-19,Karnataka,0,1,14,2020,March,13,0.0,7.142857142857142
215,2020-03-19,Kerala,3,0,27,2020,March,24,11.11111111111111,0.0
216,2020-03-19,Maharashtra,0,1,47,2020,March,46,0.0,2.127659574468085
217,2020-03-19,Odisha,0,0,1,2020,March,1,0.0,0.0
218,2020-03-19,Puducherry,0,0,1,2020,March,1,0.0,0.0
219,2020-03-19,Punjab,0,1,2,2020,March,1,0.0,50.0
220,2020-03-19,Rajasthan,3,0,7,2020,March,4,42.857142857142854,0.0
221,2020-03-19,Tamil Nadu,1,0,2,2020,March,1,50.0,0.0
222,2020-03-19,Telengana,1,0,6,2020,March,5,16.666666666666664,0.0
223,2020-03-19,Chandigarh,0,0,1,2020,March,1,0.0,0.0
224,2020-03-19,Jammu and Kashmir,0,0,4,2020,March,4,0.0,0.0
225,2020-03-19,Ladakh,0,0,8,2020,March,8,0.0,0.0
226,2020-03-19,Uttar Pradesh,9,0,19,2020,March,10,47.368421052631575,0.0
227,2020-03-19,Uttarakhand,0,0,1,2020,March,1,0.0,0.0
228,2020-03-19,West Bengal,0,0,1,2020,March,1,0.0,0.0
229,2020-03-20,Andhra Pradesh,0,0,3,2020,March,3,0.0,0.0
230,2020-03-20,Chhattisgarh,0,0,1,2020,March,1,0.0,0.0
231,2020-03-20,Delhi,5,1,17,2020,March,11,29.411764705882355,5.88235294117647
232,2020-03-20,Gujarat,0,0,5,2020,March,5,0.0,0.0
233,2020-03-20,Haryana,0,0,17,2020,March,17,0.0,0.0
234,2020-03-20,Karnataka,1,1,15,2020,March,13,6.666666666666667,6.666666666666667
235,2020-03-20,Kerala,3,0,28,2020,March,25,10.714285714285714,0.0
236,2020-03-20,Maharashtra,0,1,52,2020,March,51,0.0,1.9230769230769231
237,2020-03-20,Odisha,0,0,2,2020,March,2,0.0,0.0
238,2020-03-20,Puducherry,0,0,1,2020,March,1,0.0,0.0
239,2020-03-20,Punjab,0,1,2,2020,March,1,0.0,50.0
240,2020-03-20,Rajasthan,3,0,17,2020,March,14,17.647058823529413,0.0
241,2020-03-20,Tamil Nadu,1,0,3,2020,March,2,33.33333333333333,0.0
242,2020-03-20,Telengana,1,0,17,2020,March,16,5.88235294117647,0.0
243,2020-03-20,Chandigarh,0,0,1,2020,March,1,0.0,0.0
244,2020-03-20,Jammu and Kashmir,0,0,4,2020,March,4,0.0,0.0
245,2020-03-20,Ladakh,0,0,10,2020,March,10,0.0,0.0
246,2020-03-20,Uttar Pradesh,9,0,23,2020,March,14,39.130434782608695,0.0
247,2020-03-20,Uttarakhand,0,0,3,2020,March,3,0.0,0.0
248,2020-03-20,West Bengal,0,0,2,2020,March,2,0.0,0.0
249,2020-03-21,Andhra Pradesh,0,0,3,2020,March,3,0.0,0.0
250,2020-03-21,Chhattisgarh,0,0,1,2020,March,1,0.0,0.0
251,2020-03-21,Delhi,5,1,26,2020,March,20,19.230769230769234,3.8461538461538463
252,2020-03-21,Gujarat,0,0,7,2020,March,7,0.0,0.0
253,2020-03-21,Haryana,0,0,17,2020,March,17,0.0,0.0
254,2020-03-21,Himachal Pradesh,0,0,2,2020,March,2,0.0,0.0
255,2020-03-21,Karnataka,1,1,15,2020,March,13,6.666666666666667,6.666666666666667
256,2020-03-21,Kerala,3,0,40,2020,March,37,7.5,0.0
257,2020-03-21,Madhya Pradesh,0,0,4,2020,March,4,0.0,0.0
258,2020-03-21,Maharashtra,0,1,63,2020,March,62,0.0,1.5873015873015872
259,2020-03-21,Odisha,0,0,2,2020,March,2,0.0,0.0
260,2020-03-21,Puducherry,0,0,1,2020,March,1,0.0,0.0
261,2020-03-21,Punjab,0,1,13,2020,March,12,0.0,7.6923076923076925
262,2020-03-21,Rajasthan,3,0,17,2020,March,14,17.647058823529413,0.0
263,2020-03-21,Tamil Nadu,1,0,3,2020,March,2,33.33333333333333,0.0
264,2020-03-21,Telengana,1,0,21,2020,March,20,4.761904761904762,0.0
265,2020-03-21,Chandigarh,0,0,1,2020,March,1,0.0,0.0
266,2020-03-21,Jammu and Kashmir,0,0,4,2020,March,4,0.0,0.0
267,2020-03-21,Ladakh,0,0,13,2020,March,13,0.0,0.0
268,2020-03-21,Uttar Pradesh,9,0,24,2020,March,15,37.5,0.0
269,2020-03-21,Uttarakhand,0,0,3,2020,March,3,0.0,0.0
270,2020-03-21,West Bengal,0,0,3,2020,March,3,0.0,0.0
271,2020-03-22,Andhra Pradesh,0,0,5,2020,March,5,0.0,0.0
272,2020-03-22,Bihar,0,1,2,2020,March,1,0.0,50.0
273,2020-03-22,Chhattisgarh,0,0,1,2020,March,1,0.0,0.0
274,2020-03-22,Delhi,5,1,29,2020,March,23,17.24137931034483,3.4482758620689653
275,2020-03-22,Gujarat,0,1,18,2020,March,17,0.0,5.555555555555555
276,2020-03-22,Haryana,0,0,21,2020,March,21,0.0,0.0
277,2020-03-22,Himachal Pradesh,0,0,2,2020,March,2,0.0,0.0
278,2020-03-22,Karnataka,2,1,26,2020,March,23,7.6923076923076925,3.8461538461538463
279,2020-03-22,Kerala,3,0,52,2020,March,49,5.769230769230769,0.0
280,2020-03-22,Madhya Pradesh,0,0,4,2020,March,4,0.0,0.0
281,2020-03-22,Maharashtra,0,2,67,2020,March,65,0.0,2.9850746268656714
282,2020-03-22,Odisha,0,0,2,2020,March,2,0.0,0.0
283,2020-03-22,Puducherry,0,0,1,2020,March,1,0.0,0.0
284,2020-03-22,Punjab,0,1,21,2020,March,20,0.0,4.761904761904762
285,2020-03-22,Rajasthan,3,0,24,2020,March,21,12.5,0.0
286,2020-03-22,Tamil Nadu,1,0,7,2020,March,6,14.285714285714285,0.0
287,2020-03-22,Telengana,1,0,22,2020,March,21,4.545454545454546,0.0
288,2020-03-22,Chandigarh,0,0,5,2020,March,5,0.0,0.0
289,2020-03-22,Jammu and Kashmir,0,0,4,2020,March,4,0.0,0.0
290,2020-03-22,Ladakh,0,0,13,2020,March,13,0.0,0.0
291,2020-03-22,Uttar Pradesh,9,0,27,2020,March,18,33.33333333333333,0.0
292,2020-03-22,Uttarakhand,0,0,3,2020,March,3,0.0,0.0
293,2020-03-22,West Bengal,0,0,4,2020,March,4,0.0,0.0
294,2020-03-23,Andhra Pradesh,0,0,7,2020,March,7,0.0,0.0
295,2020-03-23,Bihar,0,1,2,2020,March,1,0.0,50.0
296,2020-03-23,Chhattisgarh,0,0,1,2020,March,1,0.0,0.0
297,2020-03-23,Delhi,5,1,29,2020,March,23,17.24137931034483,3.4482758620689653
298,2020-03-23,Gujarat,0,1,29,2020,March,28,0.0,3.4482758620689653
299,2020-03-23,Haryana,0,0,26,2020,March,26,0.0,0.0
300,2020-03-23,Himachal Pradesh,0,0,2,2020,March,2,0.0,0.0
301,2020-03-23,Karnataka,2,1,33,2020,March,30,6.0606060606060606,3.0303030303030303
302,2020-03-23,Kerala,3,0,67,2020,March,64,4.477611940298507,0.0
303,2020-03-23,Madhya Pradesh,0,0,6,2020,March,6,0.0,0.0
304,2020-03-23,Maharashtra,0,2,74,2020,March,72,0.0,2.7027027027027026
305,2020-03-23,Odisha,0,0,2,2020,March,2,0.0,0.0
306,2020-03-23,Puducherry,0,0,1,2020,March,1,0.0,0.0
307,2020-03-23,Punjab,0,1,21,2020,March,20,0.0,4.761904761904762
308,2020-03-23,Rajasthan,3,0,28,2020,March,25,10.714285714285714,0.0
309,2020-03-23,Tamil Nadu,1,0,9,2020,March,8,11.11111111111111,0.0
310,2020-03-23,Telengana,1,0,32,2020,March,31,3.125,0.0
311,2020-03-23,Chandigarh,0,0,6,2020,March,6,0.0,0.0
312,2020-03-23,Jammu and Kashmir,0,0,4,2020,March,4,0.0,0.0
313,2020-03-23,Ladakh,0,0,13,2020,March,13,0.0,0.0
314,2020-03-23,Uttar Pradesh,9,0,31,2020,March,22,29.03225806451613,0.0
315,2020-03-23,Uttarakhand,0,0,3,2020,March,3,0.0,0.0
316,2020-03-23,West Bengal,0,0,7,2020,March,7,0.0,0.0
317,2020-03-24,Andhra Pradesh,0,0,8,2020,March,8,0.0,0.0
318,2020-03-24,Bihar,0,1,3,2020,March,2,0.0,33.33333333333333
319,2020-03-24,Chhattisgarh,0,0,1,2020,March,1,0.0,0.0
320,2020-03-24,Delhi,6,1,30,2020,March,23,20.0,3.3333333333333335
321,2020-03-24,Gujarat,0,1,33,2020,March,32,0.0,3.0303030303030303
322,2020-03-24,Haryana,11,0,28,2020,March,17,39.285714285714285,0.0
323,2020-03-24,Himachal Pradesh,0,1,3,2020,March,2,0.0,33.33333333333333
324,2020-03-24,Karnataka,3,1,37,2020,March,33,8.108108108108109,2.7027027027027026
325,2020-03-24,Kerala,4,0,95,2020,March,91,4.2105263157894735,0.0
326,2020-03-24,Madhya Pradesh,0,0,7,2020,March,7,0.0,0.0
327,2020-03-24,Maharashtra,0,2,89,2020,March,87,0.0,2.247191011235955
328,2020-03-24,Manipur,0,0,1,2020,March,1,0.0,0.0
329,2020-03-24,Odisha,0,0,2,2020,March,2,0.0,0.0
330,2020-03-24,Puducherry,0,0,1,2020,March,1,0.0,0.0
331,2020-03-24,Punjab,0,1,29,2020,March,28,0.0,3.4482758620689653
332,2020-03-24,Rajasthan,3,0,32,2020,March,29,9.375,0.0
333,2020-03-24,Tamil Nadu,1,0,15,2020,March,14,6.666666666666667,0.0
334,2020-03-24,Telengana,1,0,35,2020,March,34,2.857142857142857,0.0
335,2020-03-24,Chandigarh,0,0,7,2020,March,7,0.0,0.0
336,2020-03-24,Jammu and Kashmir,0,0,4,2020,March,4,0.0,0.0
337,2020-03-24,Ladakh,0,0,13,2020,March,13,0.0,0.0
338,2020-03-24,Uttar Pradesh,11,0,33,2020,March,22,33.33333333333333,0.0
339,2020-03-24,Uttarakhand,0,0,4,2020,March,4,0.0,0.0
340,2020-03-24,West Bengal,0,1,9,2020,March,8,0.0,11.11111111111111
341,2020-03-25,Andhra Pradesh,1,0,9,2020,March,8,11.11111111111111,0.0
342,2020-03-25,Bihar,0,1,4,2020,March,3,0.0,25.0
343,2020-03-25,Chhattisgarh,0,0,1,2020,March,1,0.0,0.0
344,2020-03-25,Delhi,6,1,31,2020,March,24,19.35483870967742,3.225806451612903
345,2020-03-25,Gujarat,0,1,38,2020,March,37,0.0,2.631578947368421
346,2020-03-25,Haryana,11,0,28,2020,March,17,39.285714285714285,0.0
347,2020-03-25,Himachal Pradesh,0,1,3,2020,March,2,0.0,33.33333333333333
348,2020-03-25,Karnataka,3,1,41,2020,March,37,7.317073170731707,2.4390243902439024
349,2020-03-25,Kerala,4,0,109,2020,March,105,3.669724770642202,0.0
350,2020-03-25,Madhya Pradesh,0,0,14,2020,March,14,0.0,0.0
351,2020-03-25,Maharashtra,1,3,128,2020,March,124,0.78125,2.34375
352,2020-03-25,Manipur,0,0,1,2020,March,1,0.0,0.0
353,2020-03-25,Mizoram,0,0,1,2020,March,1,0.0,0.0
354,2020-03-25,Odisha,0,0,2,2020,March,2,0.0,0.0
355,2020-03-25,Puducherry,0,0,1,2020,March,1,0.0,0.0
356,2020-03-25,Punjab,0,1,29,2020,March,28,0.0,3.4482758620689653
357,2020-03-25,Rajasthan,3,0,36,2020,March,33,8.333333333333332,0.0
358,2020-03-25,Tamil Nadu,1,0,18,2020,March,17,5.555555555555555,0.0
359,2020-03-25,Telengana,1,0,35,2020,March,34,2.857142857142857,0.0
360,2020-03-25,Chandigarh,0,0,7,2020,March,7,0.0,0.0
361,2020-03-25,Jammu and Kashmir,1,0,7,2020,March,6,14.285714285714285,0.0
362,2020-03-25,Ladakh,0,0,13,2020,March,13,0.0,0.0
363,2020-03-25,Uttar Pradesh,11,0,37,2020,March,26,29.72972972972973,0.0
364,2020-03-25,Uttarakhand,0,0,4,2020,March,4,0.0,0.0
365,2020-03-25,West Bengal,0,1,9,2020,March,8,0.0,11.11111111111111
366,2020-03-26,Andaman and Nicobar Islands,0,0,1,2020,March,1,0.0,0.0
